Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Joined_by_year,Time to Unicorn,ROI
FlixBus,3000000000,2019-07-18,Auto & transportation,Munich,Germany,Europe,2013,1000000000,"Holtzbrinck Ventures, Unternehmertum Venture Capital, General Atlantic",2019,6,3.0
Flutterwave,3000000000,2021-03-09,Fintech,San Francisco,United States,North America,2016,474000000,"Green Visor Capital, CRE Venture Capital, Greycroft",2021,5,6.329113924050633
Forter,3000000000,2020-11-19,Cybersecurity,New York,United States,North America,2013,525000000,"Sequoia Capital Israel, Scale Venture Partners, Commerce Ventures",2020,7,5.714285714285714
Grafana Labs,3000000000,2021-03-25,Internet software & services,New York,United States,North America,2014,535000000,"Lightspeed Venture Partners, Lead Edge Capital, Coatue Management",2021,7,5.607476635514018
Groww,3000000000,2021-04-07,Fintech,Bengaluru,India,Asia,2017,393000000,"Tiger Global Management, Sequoia Capital India, Ribbit Capital",2021,4,7.633587786259542
Inxeption,3000000000,2022-01-13,Fintech,San Francisco,United States,North America,2017,187000000,"Coatue Management, BMO Capital, Schonfeld Strategic Advisors",2022,5,16.0427807486631
KK Group,3000000000,2019-10-23,E-commerce & direct-to-consumer,Dongguan,China,Asia,2014,612000000,"Matrix Partners China, Bright Venture Capita, Shenzhen Capital Group",2019,5,4.901960784313726
Lattice,3000000000,2021-03-23,Internet software & services,San Francisco,United States,North America,2015,329000000,"Khosla Ventures, Thrive Capital, Y Combinator",2021,6,9.118541033434651
LaunchDarkly,3000000000,2021-08-10,Internet software & services,Oakland,United States,North America,2014,330000000,"Uncork Capital, Threshold Ventures, Bloomberg Beta",2021,7,9.090909090909092
Lucid,3000000000,2021-06-29,Internet software & services,South Jordan,United States,North America,2010,170000000,"Spectrum Equity, ICONIQ Capital, Grayhawk Capital",2021,11,17.647058823529413
Outschool,3000000000,2021-04-14,Edtech,San Francisco,United States,North America,2015,240000000,"Uniion Square Ventures, Tiger Global Management, Lightspeed Venture Capital",2021,6,12.5
Podium,3000000000,2020-04-07,Internet software & services,Lehi,United States,North America,2014,419000000,"Accel, Summit Partners, Google Ventures",2020,6,7.159904534606206
Remote,3000000000,2021-07-13,Fintech,San Francisco,United States,North America,2016,496000000,"Index Ventures, Sequoia Capital, General Catalyst",2021,5,6.048387096774194
Seismic,3000000000,2018-12-18,Internet software & services,San Diego,United States,North America,2010,427000000,"Jackson Square Ventures, General Atlantic, Lightspeed Venture Partners",2018,8,7.02576112412178
Sky Mavis,3000000000,2021-10-04,Internet software & services,Ho Chi Minh City,Vietnam,Asia,2019,311000000,"Fabric Ventures, 500 Global, Standard Crypto",2021,2,9.646302250803858
SouChe Holdings,3000000000,2017-11-01,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2012,1000000000,"Morningside Ventures, Warburg Pincus, CreditEase Fintech Investment Fund",2017,5,3.0
TradingView,3000000000,2021-10-14,Fintech,Westerville,United States,North America,2011,339000000,"Tiger Global Management, Insight Partners, Jump Capital",2021,10,8.849557522123893
Traveloka,3000000000,2017-01-01,Travel,Jakarta,Indonesia,Asia,2012,1000000000,"Global Founders Capital, East Ventures, Expedia Inc.",2017,5,3.0
wefox,3000000000,2019-03-05,Fintech,Berlin,Germany,Europe,2014,919000000,"Salesforce Ventures, Seedcamp, OMERS Ventures",2019,5,3.264417845484222
Wildlife Studios,3000000000,2019-12-05,Other,Sao Paulo,Brazil,South America,2011,180000000,"Benchmark, Bessemer Venture Partners",2019,8,16.666666666666668
1047 Games,2000000000,2021-09-14,Internet software & services,Zephyr Cove,United States,North America,2017,127000000,"VGames, Lakestar, Galaxy Interactive",2021,4,15.748031496062993
Baiwang,2000000000,2019-03-25,Fintech,Beijing,China,Asia,2015,224000000,"Guozhong Venture Capital Management, Shenzhen Capital Group, Oriental Fortune Capital",2019,4,8.928571428571429
Boba,2000000000,2022-04-05,Fintech,San Francisco,United States,North America,2018,45000000,"DeFi Technologies, Hypersphere Ventures, M13",2022,4,44.44444444444444
Bought By Many,2000000000,2021-06-01,Fintech,London,United Kingdom,Europe,2012,477000000,"Octopus Ventures, Munich Re Ventures, CommerzVentures",2021,9,4.1928721174004195
Cambridge Mobile Telematics,2000000000,2018-12-19,Mobile & telecommunications,Cambridge,United States,North America,2010,503000000,SoftBank Group,2018,8,3.9761431411530817
Carzone,2000000000,2019-03-01,E-commerce & direct-to-consumer,Jiangsu,China,Asia,1995,946000000,"Alibaba Group,Co-Stone Venture Capital, Buhuo Venture Capital",2019,24,2.1141649048625792
CFGI,2000000000,2021-09-15,Fintech,Boston,United States,North America,2000,19000000,"The Carlyle Group, CVC Capital Partners",2021,21,105.26315789473684
Cgtz,2000000000,2017-02-21,Fintech,Hangzhou,China,Asia,2014,536000000,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",2017,3,3.7313432835820897
Changingedu,2000000000,2017-10-30,Edtech,Shanghai,China,Asia,2014,188000000,"Trustbridge Partners, IDG Capital, Sequoia Capital China",2017,3,10.638297872340425
eDaili,2000000000,2019-02-01,E-commerce & direct-to-consumer,Shanghai,China,Asia,2015,101000000,"K2VC, Lightspeed China Partners, Sky9 Capital",2019,4,19.801980198019802
ENOVATE,2000000000,2019-04-15,Auto & transportation,Shanghai,China,Asia,2015,1000000000,Automobile Industry Guidance Fund,2019,4,2.0
Fenbi Education,2000000000,2021-02-07,Edtech,Beijing,China,Asia,2015,390000000,"Trustbridge Partners, Hony Capital, IDG Capital",2021,6,5.128205128205129
Hesai Tech,2000000000,2020-08-01,Artificial intelligence,Shanghai,China,Asia,2013,717000000,"Lightspeed China Partners, Baidu Ventures, Qiming Venture Partners",2020,7,2.789400278940028
Il Makiage,2000000000,2022-01-10,E-commerce & direct-to-consumer,New York,United States,North America,2018,29000000,"L Catterton, Franklin Templeton, First Light Capital Group",2022,4,68.96551724137932
Iluvatar CoreX,2000000000,2021-03-01,Hardware,Shanghai,China,Asia,2015,186000000,"Centurium Capital, Cedarlake Capital, Unicom Innovation Venture Capital",2021,6,10.75268817204301
Jusfoun Big Data,2000000000,2018-07-09,Data management & analytics,Beijing,China,Asia,2010,137000000,"Boxin Capital, DT Capital Partners, IDG Capital",2018,8,14.598540145985401
Pagaya,2000000000,2020-06-17,Fintech,Tel Aviv,Israel,Asia,2015,417000000,"Oak HC/FT Partners, GF Investments, Harvey Golub Family Office",2020,5,4.796163069544365
PolicyBazaar,2000000000,2019-05-06,Fintech,Gurgaon,India,Asia,2008,634000000,"Info Edge, Softbank Capital",2019,11,3.1545741324921135
Promasidor Holdings,2000000000,2016-11-08,Consumer & retail,Bryanston,South Africa,Asia,1979,556000000,"IFC, Ajinomoto",2016,37,3.597122302158273
Tubatu.com,2000000000,2015-03-09,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2008,216000000,"Sequoia Capital China, Matrix Partners China, 58.com",2015,7,9.25925925925926
Ximalaya FM,2000000000,2017-09-22,Mobile & telecommunications,Shanghai,China,Asia,2012,71000000,"China Creation Ventures, Sierra Ventures, Xingwang Investment Management",2017,5,28.169014084507044
HEYTEA,2000000000,2019-07-01,Other,Shenzhen,China,Asia,2012,594000000,"Sequoia Capital China, Tencent Investment, BA Capital",2019,7,3.367003367003367
BGL Group,2000000000,2017-11-24,Fintech,Peterborough,United Kingdom,Europe,1992,696000000,CPP Investment Board,2017,25,2.8735632183908044
Claroty,2000000000,2021-06-17,Cybersecurity,New York,United States,North America,2015,640000000,"Bessemer Venture Partners, MoreVC, Team8",2021,6,3.125
Improbable,2000000000,2017-05-11,Other,London,United Kingdom,Europe,2012,754000000,"Andreessen Horowitz, SoftBank Group, Temasek Holdings",2017,5,2.6525198938992043
InMobi,2000000000,2014-12-02,Mobile & telecommunications,Bengaluru,India,Asia,2007,221000000,"Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures",2014,7,9.049773755656108
MindMaze,2000000000,2016-01-28,Health,Lausanne,Switzerland,Europe,2012,340000000,Hinduja Group,2016,4,5.882352941176471
Ninja Van,2000000000,2021-09-27,"Supply chain, logistics, & delivery",Unknown,Singapore,Asia,2014,975000000,"B Capital Group, Monk's Hill Ventures, Dynamic Parcel Distribution",2021,7,2.051282051282051
Pantheon Systems,2000000000,2021-07-13,Internet software & services,San Francisco,United States,North America,2010,200000000,"Foundry Group, Scale Venture Partners, SoftBank Group",2021,11,10.0
SellerX,2000000000,2021-12-09,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2020,766000000,"Cherry Ventures, Felix Capital, 83North",2021,1,2.6109660574412534
AppDirect,2000000000,2015-10-07,E-commerce & direct-to-consumer,San Francisco,United States,North America,2009,431000000,"Mithril, iNovia Capital, Foundry Group",2015,6,4.640371229698376
BrewDog,2000000000,2017-04-10,Consumer & retail,Aberdeen,United Kingdom,Europe,2007,233000000,"TSG Consumer Partners, Crowdcube",2017,10,8.583690987124463
Enflame,2000000000,2021-01-05,Hardware,Shanghai,China,Asia,2018,472000000,"Tencent Holdings, Delta Capital, Redpoint Ventures China",2021,3,4.237288135593221
Tradeshift,2000000000,2018-05-30,Fintech,San Francisco,United States,North America,2009,861000000,"Notion Capital, Scentan Ventures, Kite Ventures",2018,9,2.3228803716608595
HeartFlow,2000000000,2017-12-04,Health,Redwood City,United States,North America,2007,568000000,"BlueCross BlueShield Venture Partners, US Venture Partners",2017,10,3.5211267605633805
Extend,2000000000,2021-05-18,Fintech,San Francisco,United States,North America,2004,320000000,"GreatPoint Ventures, Meritech Capital Partners, PayPal Ventures",2021,17,6.25
Airbyte,2000000000,2021-12-17,Internet software & services,San Francisco,United States,North America,2020,181000000,"Accel, Benchmark, SV Angel",2021,1,11.049723756906078
Andela,2000000000,2021-09-29,Internet software & services,New York,United States,North America,2014,381000000,"Spark Capital, Google Ventures, CRE Venture Capital",2021,7,5.2493438320209975
Ascend Money,2000000000,2021-09-27,Fintech,Bangkok,Thailand,Asia,2013,150000000,"Ant Group, Charoen Pokphand Group, Bow Wave Capital",2021,8,13.333333333333334
Athelas,2000000000,2022-01-31,Health,Mountain View,United States,North America,2016,150000000,"Sequoia Capital, General Catalyst, Human Capital",2022,6,13.333333333333334
Built,2000000000,2021-09-30,Internet software & services,Nashville,United States,North America,2015,289000000,"Nyca Partners, Index Ventures, Technology Crossover Ventures",2021,6,6.920415224913495
candy.com,2000000000,2021-10-21,Fintech,New York,United States,North America,2021,100000000,"Insight Partners, Softbank Group, Connect Ventures",2021,0,20.0
Cognite,2000000000,2021-05-19,Data management & analytics,Lysaker,Norway,Europe,2016,225000000,"Technology Crossover Ventures, Accel, Aker",2021,5,8.88888888888889
CoinList,2000000000,2021-10-15,Fintech,San Francisco,United States,North America,2017,119000000,"Accomplice, Polychain Capital, GoldenTree Asset Management",2021,4,16.80672268907563
Collective Health,2000000000,2019-06-17,Fintech,San Francisco,United States,North America,2013,719000000,"New Enterprise Associates, Founders Fund, Google Ventures",2019,6,2.7816411682892905
Culture Amp,2000000000,2021-07-29,Internet software & services,Richmond,Australia,Oceania,2011,257000000,"Felicis Ventures, Index Ventures, Blackbird Ventures",2021,10,7.782101167315175
Devo,2000000000,2021-10-26,Data management & analytics,Cambridge,United States,North America,2011,381000000,"Insight Partners, Kibo Ventures, Bessemer Venture Partners",2021,10,5.2493438320209975
ElasticRun,2000000000,2022-02-07,"Supply chain, logistics, & delivery",Pune,India,Asia,2016,435000000,"Kalaari Capital, Norwest Venture Partners, Prosus Ventures",2022,6,4.597701149425287
Gett,2000000000,2016-05-24,Auto & transportation,London,United Kingdom,Europe,2010,828000000,"Volkswagen, Access Industries, Vostok New Ventures",2016,6,2.4154589371980677
ID.me,2000000000,2021-03-19,Cybersecurity,McLean,United States,North America,2010,142000000,"Moonshots Capital, BoxGroup, Blu Venture Investors",2021,11,14.084507042253522
impact.com,2000000000,2021-07-13,Internet software & services,Santa Barbara,United States,North America,2008,261000000,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners",2021,13,7.662835249042145
Ledger,2000000000,2021-06-10,Hardware,Paris,France,Europe,2014,466000000,"Digital Currency Group, Draper Esprit, Korelya Capital",2021,7,4.291845493562231
Lusha,2000000000,2021-11-10,Internet software & services,New York,United States,North America,2016,245000000,"PSG, ION Crossover Partners",2021,5,8.16326530612245
Matillion,2000000000,2021-09-15,Data management & analytics,Altrincham,United Kingdom,Europe,2011,310000000,"Scale Venture Partners, Sapphire Ventures, Battery Ventures",2021,10,6.451612903225806
MOLOCO,2000000000,2021-04-29,Artificial intelligence,Redwood City,United States,North America,2013,192000000,"Smilegate Investment, DSC Investments, KTB Ventures",2021,8,10.416666666666666
Mu Sigma,2000000000,2013-02-07,Data management & analytics,Northbrook,United States,North America,2004,211000000,"Sequoia Capital, General Atlantic",2013,9,9.47867298578199
Next Silicon,2000000000,2021-06-14,Hardware,Tel Aviv,Israel,Asia,2018,203000000,"Amiti Ventures, Playground Global, Aleph",2021,3,9.852216748768473
NotCo,2000000000,2021-07-26,Artificial Intelligence,Santiago,Chile,South America,2015,370000000,"Kaszek Ventures, SOSV, Tiger Global Management",2021,6,5.405405405405405
Olist,2000000000,2021-12-15,E-commerce & direct-to-consumer,Curitiba,Brazil,South America,2015,320000000,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund",2021,6,6.25
Pacaso,2000000000,2021-03-24,Fintech,Cincinnati,United States,North America,2020,217000000,"Global Founders Capital, Shea Ventures, Greycroft",2021,1,9.216589861751151
Paradox,2000000000,2021-12-27,Internet software & services,Scottsdale,United States,North America,2016,253000000,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures",2021,5,7.905138339920948
Persona,2000000000,2021-09-15,Cybersecurity,San Francisco,United States,North America,2018,218000000,"Coatue Management, Index Ventures, Founders Fund",2021,3,9.174311926605505
SmartRecruiters,2000000000,2021-07-20,Internet software & services,San Francisco,United States,North America,2010,225000000,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners",2021,11,8.88888888888889
Snapdocs,2000000000,2021-05-25,Fintech,San Francisco,United States,North America,2012,253000000,"Sequoia Capital, Y Combinator, F-Prime Capital",2021,9,7.905138339920948
Solugen,2000000000,2021-09-10,Other,Houston,United States,North America,2016,435000000,"Fifty Years Fund, Refactor Capital, Temasek",2021,5,4.597701149425287
StoreDot,2000000000,2022-01-04,Other,Herzliya,Israel,Asia,2012,190000000,"Samsung Ventures, SingulariTeam, BP Ventures",2022,10,10.526315789473685
Strava,2000000000,2020-11-16,Internet software & services,San Francisco,United States,North America,2009,152000000,"Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital",2020,11,13.157894736842104
Temporal,2000000000,2022-02-16,Internet software & services,Bellevue,United States,North America,2019,129000000,"Amplify Partners, Addition, Madrona Venture Group",2022,3,15.503875968992247
TuJia,2000000000,2015-06-17,Travel,Beijing,China,Asia,2011,755000000,"GGV Capital, QiMing Venture Partnersl",2015,4,2.6490066225165565
Uplight,2000000000,2021-03-03,Other,Boulder,United States,North America,2019,-1,"Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners",2021,2,-2000000000.0
Veho,2000000000,2021-12-21,"Supply chain, logistics, & delivery",Boulder,United States,North America,2016,299000000,"General Catalyst, Origin Ventures, Fontinalis Partners",2021,5,6.688963210702341
Veriff,2000000000,2022-01-26,Artificial intelligence,Tallinn,Estonia,Europe,2015,177000000,"Accel, Institutional Venture Partners, Tiger Global Management",2022,7,11.299435028248588
Whatnot,2000000000,2021-09-16,E-commerce & direct-to-consumer,Marina del Rey,United States,North America,2019,225000000,"Y Combinator, Andreessen Horowitz, Wonder Ventures",2021,2,8.88888888888889
Zenoti,2000000000,2020-12-15,Internet software & services,Bellevue,United States,North America,2010,331000000,"Norwest Venture Partners, Accel, Tiger Global Management",2020,10,6.042296072507553
Zeta,2000000000,2021-05-24,Fintech,San Francisco,United States,North America,2015,340000000,"Sodexo Ventures, SoftBank Group",2021,6,5.882352941176471
Loom,2000000000,2021-05-20,Internet software & services,San Francisco,United States,North America,2016,204000000,"Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst",2021,5,9.803921568627452
Mobile Premier League,2000000000,2021-09-15,Internet software & services,Bengaluru,India,Asia,2018,376000000,"Sequoia Capital India, RTP Global, Go-Ventures",2021,3,5.319148936170213
Uala,2000000000,2021-08-13,Fintech,Buenos Aires,Argentina,South America,2017,544000000,"Soros Fund Management, Ribbit Capital, Monashees+",2021,4,3.676470588235294
Wenheyou,2000000000,2021-04-17,Other,Hunan,China,Asia,2013,90000000,"Sequoia Capital China, Warburg Pincus, IDG Capital",2021,8,22.22222222222222
Star Charge,2000000000,2021-05-19,Auto & transportation,Changzhou,China,Asia,2014,125000000,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",2021,7,16.0
ABL Space Systems,2000000000,2021-03-25,Other,El Segundo,United States,North America,2017,419000000,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",2021,4,4.77326968973747
Afiniti,2000000000,2017-04-14,Artificial intelligence,Hamilton,Bermuda,North America,2006,120000000,GAM Holding,2017,11,16.666666666666668
ASAPP,2000000000,2021-05-19,Artificial intelligence,New York,United States,North America,2014,380000000,"March Capital Partners, HOF Capital, Emergence Capital Partners",2021,7,5.2631578947368425
BitSight Technologies,2000000000,2021-09-13,Cybersecurity,Boston,United States,North America,2013,401000000,"Menlo Ventures, GGV Capital, Flybridge Capital Partners",2021,8,4.987531172069826
Cao Cao Mobility,2000000000,2018-01-17,Auto & transportation,Hangzhou,China,Asia,2015,744000000,"People Electrical Appliance Group China, Zhongrong International Trust",2018,3,2.6881720430107525
Capitolis,2000000000,2022-03-22,Fintech,New York,United States,North America,2017,282000000,"Sequoia Capital, Index Ventures, S Capital",2022,5,7.092198581560283
Carbon,2000000000,2015-08-20,Hardware,Redwood City,United States,North America,2013,682000000,"Google Ventures, Sequoia Capital, Wakefield Group",2015,2,2.932551319648094
Clio,2000000000,2021-04-27,Internet software & services,Burnaby,Canada,North America,2008,386000000,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures",2021,13,5.181347150259067
Cresta,2000000000,2022-03-17,Artificial Intelligence,San Francisco,United States,North America,2017,151000000,"Andreessen Horowitz, Greylock Partners, Sequoia Capital",2022,5,13.245033112582782
Exabeam,2000000000,2021-06-01,Cybersecurity,Foster City,United States,North America,2013,390000000,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners",2021,8,5.128205128205129
ezCater,2000000000,2019-04-02,"Supply chain, logistics, & delivery",Boston,United States,North America,2007,421000000,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group",2019,12,4.750593824228028
HomeLight,2000000000,2021-09-02,Fintech,San Francisco,United States,North America,2012,219000000,"Zeev Ventures, Menlo Ventures,Crosslink Capital",2021,9,9.132420091324201
HoneyBook,2000000000,2021-05-04,Internet software & services,San Francisco,United States,North America,2013,498000000,"Norwest Venture Partners, Hillsven Capital, Aleph",2021,8,4.016064257028113
Infinidat,2000000000,2015-04-29,Hardware,Waltham,United States,North America,2011,325000000,"TPG Growth, Goldman Sachs",2015,4,6.153846153846154
Mercury,2000000000,2021-07-03,Fintech,San Francisco,United States,North America,2019,152000000,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures",2021,2,13.157894736842104
Paxos,2000000000,2021-04-29,Fintech,New York,United States,North America,2012,538000000,"Liberty City Ventures, RRE Ventures, Mithril Capital Management",2021,9,3.717472118959108
SafetyCulture,2000000000,2021-05-03,Internet software & services,Sydney,Australia,Oceania,2004,222000000,"Blackbird Ventures, IndexVentures, Tiger Global Management",2021,17,9.00900900900901
SmartHR,2000000000,2021-06-08,Fintech,Tokyo,Japan,Asia,2013,190000000,"BEENEXT, World Innovation Lab, Light Street Capital",2021,8,10.526315789473685
Tonal,2000000000,2021-03-31,E-commerce & direct-to-consumer,San Francisco,United States,North America,2015,450000000,"Mayfield Fund, Shasta Ventures, L Catterton",2021,6,4.444444444444445
Truepill,2000000000,2021-10-27,Health,Hayward,United States,North America,2016,255000000,"Initialized Capital, Sound Ventures, TI Platform Management",2021,5,7.8431372549019605
Unite Us,2000000000,2021-03-16,Health,New York,United States,North America,2014,195000000,"Insight Partners, Sequoia Capital, Index Ventures",2021,7,10.256410256410257
Verkada,2000000000,2020-01-29,Cybersecurity,San Mateo,United States,North America,2016,139000000,"next47, First Round Capital, Sequoia Capital",2020,4,14.388489208633093
Wayflyer,2000000000,2022-02-01,Fintech,Dublin,Ireland,Europe,2019,236000000,"QED Investors, DST Global, Left Lane Capital",2022,3,8.474576271186441
Zhubajie,2000000000,2015-06-16,Internet software & services,Chongqing,China,Asia,2006,445000000,"Cybernaut Growth Fund, IDG Capital",2015,9,4.49438202247191
Transcarent,2000000000,2022-01-11,Health,San Francisco,United States,North America,2020,298000000,"Alta Partners, General Catalyst, Jove Equity Partners",2022,2,6.7114093959731544
Trader Interactive,2000000000,2021-05-12,Other,Norfolk,United States,North America,2017,624000000,Carsales,2021,4,3.2051282051282053
Glossier,2000000000,2019-03-19,Consumer & retail,New York,United States,North America,2014,266000000,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",2019,5,7.518796992481203
Hibob,2000000000,2021-10-12,Internet software & services,Tel Aviv,Israel,Asia,2015,274000000,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",2021,6,7.299270072992701
Jobandtalent,2000000000,2021-12-01,Internet software & services,Madrid,Spain,Europe,2009,902000000,"Kibo Ventures, SoftBank Group, Atomico",2021,12,2.2172949002217295
Optimism,2000000000,2022-03-17,Internet software & services,San Francisco,United States,North America,2019,179000000,"Paradigm, Huobi Ventures, Andreessen Horowitz",2022,3,11.1731843575419
solarisBank,2000000000,2021-07-13,Fintech,Berlin,Germany,Europe,2016,403000000,"Yabeo Capital, SBI Investment, Vulcan Capital",2021,5,4.962779156327543
WEMAKEPRICE,2000000000,2015-09-09,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2009,397000000,"IMM Investment, NXC",2015,6,5.037783375314861
Alan,2000000000,2021-04-19,Fintech,Paris,France,Europe,2016,364000000,"Index Ventures, Temasek, Portag3 Ventures",2021,5,5.4945054945054945
Biren Technology,2000000000,2020-08-18,Hardware,Shanghai,China,Asia,2019,285000000,"V FUND, IDG Capital, Green Pine Capital Partners",2020,1,7.017543859649122
Voodoo,2000000000,2020-08-17,Other,Paris,France,Europe,2013,517000000,"Tencent Holdings, Goldman Sachs",2020,7,3.8684719535783367
Carsome,2000000000,2021-07-12,E-commerce & direct-to-consumer,Selangor,Malaysia,Asia,2015,577000000,"Gobi Partners, 500 Startups, Ondine Capital",2021,6,3.466204506065858
CircleCI,2000000000,2021-05-11,Internet software & services,San Francisco,United States,North America,2011,315000000,"Threshold Ventures, Baseline Ventures, Harrison Metal",2021,10,6.349206349206349
DealShare,2000000000,2022-01-27,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2018,612000000,"Alpha Wave Global, Matrix Partners India, Tiger Global Management",2022,4,3.2679738562091503
DispatchHealth,2000000000,2021-03-03,Health,Denver,United States,North America,2013,403000000,"Alta Partners, Questa Capital, Echo Health Venturesl",2021,8,4.962779156327543
Dragos,2000000000,2021-10-28,Cybersecurity,Hanover,United States,North America,2016,358000000,"DataTribe, Energy Impact Partners, AllegisCyber Capital",2021,5,5.58659217877095
Gousto,2000000000,2020-11-03,"Supply chain, logistics, & delivery",London,United Kingdom,Europe,2012,311000000,"MMC Ventures, BGF Ventures, Unilever Ventures",2020,8,6.430868167202572
H2O.ai,2000000000,2021-11-07,Artificial intelligence,Mountain View,United States,North America,2011,251000000,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners",2021,10,7.968127490039841
Harness,2000000000,2021-01-14,Artificial intelligence,San Francisco,United States,North America,2016,195000000,"Menlo Ventures, Alkeon Capital Management, Citi Ventures",2021,5,10.256410256410257
Harry's,2000000000,2018-02-16,Consumer & retail,New York,United States,North America,2013,792000000,"Thrive Capital, Tiger Global Management, Temasek",2018,5,2.525252525252525
PAX,2000000000,2018-10-22,Consumer & retail,San Francisco,United States,North America,2007,542000000,"Tao Capital Partners, Global Asset Capital, Tiger Global Management",2018,11,3.690036900369004
Productboard,2000000000,2022-02-02,Internet software & services,San Francisco,United States,North America,2014,261000000,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners",2022,8,7.662835249042145
Reltio,2000000000,2021-11-04,Data management & analytics,Redwood City,United States,North America,2011,237000000,"Crosslink Capital, .406 Ventures, Sapphire Ventures",2021,10,8.438818565400844
Spotter,2000000000,2022-02-16,Fintech,Los Angeles,United States,North America,2019,231000000,"SoftBank Group, Access Industries, Crossbeam Venture Partners",2022,3,8.658008658008658
Vestiaire Collective,2000000000,2021-03-01,E-commerce & direct-to-consumer,Paris,France,Europe,2009,663000000,"Eurazeo, IDInvest Partners, Balderton Capital",2021,12,3.0165912518853695
Wave,2000000000,2021-09-07,Fintech,Dakar,Senegal,Africa,2018,200000000,"Stripe, Founders Fund, Partech Partners",2021,3,10.0
ZenBusiness,2000000000,2021-11-09,Fintech,Austin,United States,North America,2015,275000000,"Greycroft, Lerer Hippeau, Geekdom Fund",2021,6,7.2727272727272725
Bowery Farming,2000000000,2021-05-25,Other,New York,United States,North America,2015,497000000,"Temasek, Google Ventures, General Catalyst",2021,6,4.0241448692152915
Greenlight,2000000000,2020-09-24,Fintech,Atlanta,United States,North America,2014,557000000,"Relay Ventures, TTV Capital, Canapi Ventures",2020,6,3.5906642728904847
KeepTruckin,2000000000,2019-04-23,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,417000000,"Google Ventures, Index Ventures, Scale Venture Partners",2019,6,4.796163069544365
Odoo,2000000000,2021-07-29,Internet software & services,Louvain-la-Neuve,Belgium,Europe,2005,229000000,"Summit Partners, Noshaq, Sofinnova Partners",2021,16,8.733624454148472
Skydance Media,2000000000,2020-02-11,Other,Santa Monica,United States,North America,2010,275000000,"RedBird Capital Partners, CJ ENM, Tencent Holdings",2020,10,7.2727272727272725
Uptake,2000000000,2015-10-27,Artificial intelligence,Chicago,United States,North America,2014,218000000,"Revolution, New Enterprise Associates, Caterpillar",2015,1,9.174311926605505
MoMo,2000000000,2021-12-10,Fintech,Ho Chi Minh City,Vietnam,Asia,2013,434000000,"Goodwater Capital, Warburg Pincus, GS Growth",2021,8,4.608294930875576
Algolia,2000000000,2021-07-28,Internet software & services,San Francisco,United States,North America,2012,334000000,"Accel, Alven Capital, Storm Ventures",2021,9,5.9880239520958085
Pattern,2000000000,2021-10-06,Internet software & services,Lehi,United States,North America,2013,277000000,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners",2021,8,7.2202166064981945
Spinny,2000000000,2021-11-24,E-commerce & direct-to-consumer,Gurugram,India,Asia,2015,509000000,"General Catalyst, Eleation Capital, Avenir Growth Capital",2021,6,3.9292730844793713
Trulioo,2000000000,2021-06-07,Cybersecurity,Vancouver,Canada,North America,2011,474000000,"Blumberg Capital, American Express Ventures, BDC Venture Capital",2021,10,4.219409282700422
Zume,2000000000,2018-11-01,Consumer & retail,Mountain View,United States,North America,2015,423000000,"Softbank Group, AME Cloud Ventures, SignalFire",2018,3,4.7281323877068555
AIWAYS,2000000000,2018-04-16,Auto & transportation,Shanghai,China,Asia,2017,792000000,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology",2018,1,2.525252525252525
Bitso,2000000000,2021-05-05,Fintech,Mexico City,Mexico,North America,2014,378000000,"Pantera Capital, QED Investors, Coinbase Ventures",2021,7,5.291005291005291
BloomReach,2000000000,2022-02-23,Artificial intelligence,Mountain View,United States,North America,2009,422000000,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners",2022,13,4.739336492890995
